0
20210108,201446,1,1500,6392832.21
20210108,102343,2,2500,6390332.21
20210108,102343,2,9000,6381332.21
20210108,102341,1,3000,6384332.21
20210108,102340,2,10000,6374332.21
20210108,201447,1,1500,6375832.21
20210108,201444,2,4500,6371332.21
20210108,201444,1,500,6371832.21
20210108,102340,1,500,6372332.21
20210108,102340,2,8000,6364332.21
20210108,201445,1,500,6364832.21
20210108,201444,2,3000,6361832.21
20210108,201447,1,2000,6363832.21
20210108,201447,1,10000,6373832.21
20210108,201447,1,4500,6378332.21
20210109,201445,2,5000,6373332.21
20210109,102344,1,3300,6376682.21
20210109,201445,1,2000,6378682.21
20210109,102340,1,8000,6386682.21
20210109,201444,1,9000,6395682.21
20210109,201445,2,3000,6392682.21
20210109,102340,2,500,6392182.21
20210109,201447,2,10000,6382182.21
20210109,102343,2,8000,6374182.21
20210109,102343,1,10000,6384182.21
20210109,201448,1,4500,6388682.21
20210109,102344,2,2000,6386682.21
20210109,102342,1,5000,6391682.21
20210109,102342,1,1000,6392682.21
20210109,102343,2,500,6392182.21
20210109,201444,2,9000,6383182.21
20210109,201445,1,7000,6390182.21
20210109,102344,1,3000,6393182.21
20210109,201446,2,25000,6368182.21
20210109,201446,2,500,6367682.21
20210110,201444,1,500,6368232.21
20210110,102344,1,8000,6376232.21
20210110,201448,2,3000,6373232.21
20210110,102341,1,10000,6383232.21
20210110,102342,1,10000,6393232.21
20210110,102341,1,8000,6401232.21
20210110,102342,2,3300,6397932.21
20210110,201445,1,3300,6401232.21
20210110,201444,2,10000,6391232.21
20210110,102344,2,10000,6381232.21
20210110,102344,2,1500,6379732.21
20210110,201448,1,2000,6381732.21
20210110,102340,1,2000,6383732.21
20210110,201446,1,500,6384232.21
20210110,102341,1,1000,6385232.21
20210110,201446,1,3300,6388532.21
20210110,102340,2,10000,6378532.21
20210110,102340,2,1500,6377032.21
20210110,102344,2,500,6376532.21
20210110,102340,1,500,6377032.21
20210111,201446,2,500,6376532.21
20210111,102340,2,10000,6366532.21
20210111,102343,1,5000,6371582.21
20210111,201447,2,8000,6363582.21
20210111,201447,1,9000,6372582.21
20210111,201446,2,9000,6363582.21
20210111,102344,2,8000,6355582.21
20210111,201445,1,10000,6365582.21
20210111,201448,2,8000,6357582.21
20210111,201445,2,600,6356982.21
20210111,201444,2,3000,6353982.21
20210111,201445,2,2000,6351982.21
20210111,102342,1,400,6352382.21
20210111,102344,2,3500,6348882.21
20210111,102343,1,24000,6372882.21
20210111,201445,1,1700,6374582.21
20210111,201445,2,7600,6366982.21
20210111,102344,1,3500,6370482.21
20210111,201444,2,900,6369582.21
20210111,201448,1,35000,6404582.21
